customer_id,first_purchase,last_purchase,total_orders,total_revenue,avg_order_value,city,rfm_segment,churn_risk
CUS001297,2022-05-25,2024-03-02,5,358274,71655,TP.HCM,Loyal,0.195
CUS003643,2021-04-30,2024-02-28,14,1585429,113245,TP.HCM,Loyal,0.24
CUS024084,2021-09-30,2022-10-31,2,16391,8196,TP.HCM,Lost,0.929
CUS025693,2020-12-11,2023-03-03,1,65277,65277,Hà Nội,Lost,0.99
CUS027574,2020-12-18,2022-08-23,1,91519,91519,TP.HCM,Lost,0.9
CUS027626,2020-04-11,2023-01-31,1,155341,155341,TP.HCM,Lost,0.911
CUS008549,2022-06-14,2024-01-24,4,368720,92180,TP.HCM,At Risk,0.481
CUS021643,2019-11-20,2022-12-13,4,78764,19691,Hà Nội,Lost,0.797
CUS005452,2023-04-29,2024-02-14,3,451385,150462,TP.HCM,Potential Loyalists,0.48
CUS023545,2020-05-04,2022-10-06,2,61006,30503,Cần Thơ,Lost,0.876
CUS010686,2021-11-20,2023-10-26,3,426623,142208,TP.HCM,Hibernating,0.734
CUS015450,2021-06-13,2022-07-19,1,54186,54186,TP.HCM,Lost,0.714
CUS007867,2023-09-28,2024-01-11,6,1471779,245296,Hà Nội,At Risk,0.562
CUS019128,2020-09-03,2022-11-22,1,49254,49254,Hà Nội,Lost,0.948
CUS012868,2022-08-29,2023-11-01,5,293217,58643,TP.HCM,Hibernating,0.524
CUS014608,2020-01-21,2022-05-17,1,44604,44604,TP.HCM,Lost,0.841
CUS009798,2022-02-17,2023-09-08,1,371202,371202,TP.HCM,Hibernating,0.417
CUS011756,2022-09-06,2023-04-08,5,309956,61991,TP.HCM,Hibernating,0.67
CUS013980,2022-09-27,2023-04-17,5,315577,63115,Hà Nội,Hibernating,0.738
CUS021343,2021-01-24,2022-10-14,2,65339,32670,TP.HCM,Lost,0.972
CUS009739,2021-12-17,2023-05-05,1,249969,249969,Hà Nội,Hibernating,0.694
CUS014386,2019-12-21,2022-08-02,1,95294,95294,Hải Phòng,Lost,0.607
CUS006475,2023-04-06,2024-02-02,1,724430,724430,Hà Nội,Potential Loyalists,0.407
CUS008812,2023-05-29,2023-12-13,5,1427309,285462,TP.HCM,At Risk,0.43
CUS000493,2022-11-17,2024-03-15,23,1448316,62970,Hà Nội,Champions,0.095
CUS011692,2022-10-27,2023-11-24,5,422802,84560,Hà Nội,Hibernating,0.585
CUS025102,2019-06-03,2022-12-12,3,45212,15071,TP.HCM,Lost,0.84
CUS001117,2022-10-12,2024-03-22,14,1421344,101525,TP.HCM,Champions,0.209
CUS005638,2023-06-29,2024-02-20,4,642938,160734,TP.HCM,Potential Loyalists,0.395
CUS005086,2023-08-14,2024-02-02,5,1065536,213107,TP.HCM,Potential Loyalists,0.542
CUS001758,2021-11-22,2024-03-15,7,2502369,357481,TP.HCM,Loyal,0.078
CUS011487,2021-06-22,2023-06-02,5,513505,102701,Hà Nội,Hibernating,0.757
CUS024146,2021-07-16,2022-04-13,2,128097,64048,TP.HCM,Lost,0.89
CUS026672,2019-09-03,2022-08-25,3,31373,10458,TP.HCM,Lost,0.724
CUS006354,2023-08-15,2024-02-18,2,390123,195062,Đà Nẵng,Potential Loyalists,0.296
CUS022974,2021-03-11,2022-07-27,3,77173,25724,Cần Thơ,Lost,0.69
CUS026709,2020-02-02,2022-10-03,1,168456,168456,TP.HCM,Lost,0.876
CUS027858,2020-02-15,2022-10-07,1,75756,75756,TP.HCM,Lost,0.989
CUS027976,2019-10-16,2022-07-06,3,165977,55326,Cần Thơ,Lost,0.685
CUS021626,2019-05-17,2023-02-18,1,40898,40898,TP.HCM,Lost,0.774
CUS003645,2022-05-18,2024-02-21,17,327686,19276,TP.HCM,Loyal,0.244
CUS019168,2020-07-29,2022-06-10,1,100389,100389,Hải Phòng,Lost,0.618
CUS014351,2021-05-07,2022-07-03,2,178290,89145,TP.HCM,Lost,0.746
CUS012002,2022-08-08,2023-04-06,1,363036,363036,TP.HCM,Hibernating,0.75
CUS026295,2021-11-24,2022-09-29,1,260655,260655,TP.HCM,Lost,0.887
CUS011186,2021-11-16,2023-11-08,4,118980,29745,Đà Nẵng,Hibernating,0.67
CUS001697,2022-04-05,2024-03-07,13,1864925,143456,Cần Thơ,Loyal,0.263
CUS022070,2019-11-25,2022-10-13,1,89913,89913,TP.HCM,Lost,0.919
CUS002296,2021-09-08,2024-03-12,14,750553,53611,TP.HCM,Loyal,0.332
CUS014795,2021-02-18,2023-01-10,2,181142,90571,TP.HCM,Lost,0.988
CUS014697,2021-12-11,2022-06-26,1,73506,73506,Hà Nội,Lost,0.784
CUS005940,2023-11-02,2024-02-15,9,416645,46294,TP.HCM,Potential Loyalists,0.456
CUS026584,2021-12-02,2023-01-31,1,54973,54973,Hải Phòng,Lost,0.842
CUS009969,2022-12-29,2023-10-07,5,354814,70963,TP.HCM,Hibernating,0.672
CUS011034,2021-07-26,2023-08-19,4,258187,64547,TP.HCM,Hibernating,0.803
CUS003314,2021-11-09,2024-02-13,13,911429,70110,TP.HCM,Loyal,0.301
CUS021166,2020-02-23,2023-01-17,3,49889,16630,TP.HCM,Lost,0.866
CUS014825,2019-05-25,2022-09-08,1,55377,55377,TP.HCM,Lost,0.913
CUS024217,2021-03-17,2022-09-19,1,44860,44860,TP.HCM,Lost,0.766
CUS009785,2022-03-09,2023-06-07,1,522404,522404,TP.HCM,Hibernating,0.81
CUS009916,2021-04-01,2023-11-07,2,237302,118651,TP.HCM,Hibernating,0.646
CUS000216,2022-09-19,2024-03-18,21,2665230,126916,Hà Nội,Champions,0.114
CUS023092,2021-10-12,2023-02-26,1,90353,90353,TP.HCM,Lost,0.768
CUS001073,2023-06-06,2024-03-19,19,3985236,209749,Hà Nội,Champions,0.131
CUS008683,2022-06-17,2023-12-16,3,1061045,353682,TP.HCM,At Risk,0.604
CUS026796,2020-04-27,2022-09-11,1,78701,78701,Hà Nội,Lost,0.832
CUS019868,2021-12-09,2023-02-27,1,77998,77998,Hà Nội,Lost,0.871
CUS007007,2023-05-04,2024-03-04,2,609857,304928,Hà Nội,Potential Loyalists,0.176
CUS021487,2020-08-02,2023-02-23,1,57506,57506,TP.HCM,Lost,0.771
CUS013380,2022-07-03,2023-06-30,2,108161,54080,TP.HCM,Hibernating,0.622
CUS022984,2021-04-01,2022-09-08,1,182106,182106,TP.HCM,Lost,0.963
CUS020149,2021-07-22,2022-04-11,1,43821,43821,TP.HCM,Lost,0.853
CUS008653,2022-08-12,2023-12-13,1,1462021,1462021,TP.HCM,At Risk,0.546
CUS022795,2021-09-23,2023-01-06,1,116381,116381,Cần Thơ,Lost,0.758
CUS013706,2022-04-11,2023-11-10,2,252664,126332,Hà Nội,Hibernating,0.557
CUS015385,2019-11-26,2023-02-02,2,48745,24372,Hà Nội,Lost,0.963
CUS000026,2023-08-22,2024-03-22,6,3125906,520984,TP.HCM,Champions,0.103
CUS027190,2020-04-20,2022-07-28,1,49215,49215,Đà Nẵng,Lost,0.724
CUS010602,2023-02-02,2023-07-04,3,233760,77920,Hải Phòng,Hibernating,0.552
CUS007660,2022-12-13,2023-12-25,9,577893,64210,Hà Nội,At Risk,0.665
CUS013402,2022-02-15,2023-11-01,1,462283,462283,TP.HCM,Hibernating,0.753
CUS005691,2024-01-26,2024-03-12,3,390229,130076,TP.HCM,Potential Loyalists,0.427
CUS009745,2021-10-02,2023-05-10,7,326951,46707,Hà Nội,Hibernating,0.623
CUS026899,2020-08-09,2023-03-20,2,17629,8814,TP.HCM,Lost,0.851
CUS026042,2019-05-28,2022-06-01,3,68206,22735,Hải Phòng,Lost,0.672
CUS023068,2019-07-13,2022-08-27,2,120076,60038,TP.HCM,Lost,0.846
CUS012722,2022-09-19,2023-07-13,4,266297,66574,TP.HCM,Hibernating,0.898
CUS009172,2022-11-01,2023-08-15,3,372155,124052,TP.HCM,Hibernating,0.757
CUS010848,2021-06-13,2023-07-19,1,154772,154772,Hà Nội,Hibernating,0.542
CUS011909,2021-11-26,2023-10-09,1,373764,373764,TP.HCM,Hibernating,0.555
CUS000631,2022-07-05,2024-03-19,18,2412813,134045,Hà Nội,Champions,0.044
CUS021608,2021-01-20,2023-02-05,2,31670,15835,TP.HCM,Lost,0.861
CUS026120,2020-10-26,2023-01-10,2,80795,40398,TP.HCM,Lost,0.936
CUS008708,2023-07-11,2023-12-29,10,490185,49018,Đà Nẵng,At Risk,0.504
CUS024608,2020-12-22,2023-01-26,1,94369,94369,TP.HCM,Lost,0.895
CUS006615,2023-11-21,2024-02-12,3,832646,277549,TP.HCM,Potential Loyalists,0.344
CUS005244,2023-09-02,2024-03-11,3,666476,222159,TP.HCM,Potential Loyalists,0.398
CUS001103,2022-11-12,2024-03-14,18,2330578,129477,TP.HCM,Champions,0.172
CUS019661,2021-03-24,2023-01-15,1,94765,94765,TP.HCM,Lost,0.908
CUS021730,2019-04-17,2023-01-17,3,43897,14632,Hà Nội,Lost,0.849
CUS002205,2021-10-25,2024-02-24,7,349168,49881,TP.HCM,Loyal,0.116
CUS027702,2019-07-04,2022-09-28,3,67746,22582,Hà Nội,Lost,0.921
CUS012904,2022-02-28,2023-09-07,1,321700,321700,Hải Phòng,Hibernating,0.514
CUS011478,2023-03-06,2023-10-05,3,193427,64476,Hà Nội,Hibernating,0.703
CUS011309,2022-04-03,2023-08-15,4,152841,38210,TP.HCM,Hibernating,0.748
CUS013768,2023-01-28,2023-05-29,4,289252,72313,Hà Nội,Hibernating,0.576
CUS015065,2019-12-25,2023-03-17,3,55951,18650,Hải Phòng,Lost,0.606
CUS012513,2021-10-21,2023-08-14,3,373034,124345,TP.HCM,Hibernating,0.616
CUS023910,2021-06-18,2022-06-15,1,49494,49494,TP.HCM,Lost,0.807
CUS027990,2019-04-27,2022-09-03,1,27897,27897,TP.HCM,Lost,0.765
CUS018592,2021-07-12,2023-02-10,1,41344,41344,Hà Nội,Lost,0.69
CUS020937,2021-12-16,2022-05-24,3,132976,44325,TP.HCM,Lost,0.629
CUS020787,2019-05-27,2022-10-15,1,55391,55391,Cần Thơ,Lost,0.889
CUS020103,2020-03-02,2022-12-13,1,30677,30677,TP.HCM,Lost,0.861
CUS017357,2021-10-13,2022-11-13,3,117753,39251,TP.HCM,Lost,0.847
CUS020964,2021-09-08,2022-08-24,3,48461,16154,TP.HCM,Lost,0.865
CUS022901,2022-02-21,2023-03-09,3,38258,12753,TP.HCM,Lost,0.713
CUS014891,2019-12-06,2022-10-21,1,50957,50957,TP.HCM,Lost,0.857
CUS000720,2022-05-30,2024-03-25,24,2182342,90931,TP.HCM,Champions,0.112
CUS013840,2022-08-07,2023-10-15,1,152217,152217,TP.HCM,Hibernating,0.962
CUS006156,2023-05-10,2024-02-28,6,327068,54511,TP.HCM,Potential Loyalists,0.498
CUS020094,2021-05-04,2023-03-01,1,96247,96247,TP.HCM,Lost,0.954
CUS019188,2020-03-23,2022-05-09,1,49745,49745,Hà Nội,Lost,0.736
CUS018951,2020-05-27,2022-10-23,1,65642,65642,TP.HCM,Lost,0.835
CUS004026,2022-11-28,2024-03-02,17,714912,42054,TP.HCM,Loyal,0.225
CUS022583,2020-06-23,2022-08-04,3,123997,41332,TP.HCM,Lost,0.966
CUS008225,2023-02-16,2024-01-09,6,862739,143790,Hà Nội,At Risk,0.689
CUS017909,2022-01-09,2023-03-01,1,64919,64919,Đà Nẵng,Lost,0.748
CUS020448,2019-11-11,2022-11-21,1,164661,164661,TP.HCM,Lost,0.849
CUS015494,2020-03-23,2022-06-10,1,117967,117967,TP.HCM,Lost,0.769
CUS019177,2019-10-11,2022-09-23,1,49096,49096,Hà Nội,Lost,0.817
CUS016094,2019-11-20,2022-05-23,1,27186,27186,TP.HCM,Lost,0.91
CUS018607,2019-05-22,2022-05-28,1,42985,42985,TP.HCM,Lost,0.772
CUS005819,2023-10-20,2024-03-10,7,824332,117762,TP.HCM,Potential Loyalists,0.538
CUS011957,2023-01-23,2023-10-07,1,196441,196441,Hải Phòng,Hibernating,0.795
CUS003867,2021-11-28,2024-03-13,14,2551651,182261,Hà Nội,Loyal,0.197
CUS023866,2020-09-30,2022-08-08,2,82093,41046,TP.HCM,Lost,0.742
CUS002746,2022-02-23,2024-03-02,13,1112141,85549,Hà Nội,Loyal,0.281
CUS011868,2022-02-08,2023-06-27,3,195675,65225,Cần Thơ,Hibernating,0.68
CUS010344,2022-12-07,2023-06-24,4,410499,102625,TP.HCM,Hibernating,0.814
CUS024478,2019-08-01,2023-01-28,2,25876,12938,TP.HCM,Lost,0.88
CUS011951,2022-12-09,2023-08-16,3,113145,37715,TP.HCM,Hibernating,0.431
CUS025340,2022-02-14,2022-11-08,3,49386,16462,Cần Thơ,Lost,0.582
CUS019612,2021-08-21,2022-06-20,2,65217,32608,TP.HCM,Lost,0.754
CUS004215,2023-04-06,2024-02-15,5,296500,59300,Hà Nội,Potential Loyalists,0.547
CUS020308,2020-08-05,2023-01-16,1,103620,103620,Hà Nội,Lost,0.867
CUS012097,2022-07-09,2023-10-04,3,185888,61963,TP.HCM,Hibernating,0.781
CUS015194,2020-06-27,2022-10-22,1,92524,92524,Hà Nội,Lost,0.796
CUS019644,2020-05-02,2022-05-09,3,54112,18037,TP.HCM,Lost,0.647
CUS001402,2021-10-04,2024-03-09,7,1233717,176245,TP.HCM,Loyal,0.301
CUS012829,2021-07-05,2023-11-18,4,303994,75998,TP.HCM,Hibernating,0.99
CUS021364,2019-09-19,2022-10-20,3,250608,83536,TP.HCM,Lost,0.857
CUS003254,2023-02-04,2024-03-03,20,975028,48751,TP.HCM,Loyal,0.183
CUS026059,2021-12-16,2023-02-26,2,89081,44540,TP.HCM,Lost,0.9
CUS019046,2020-12-05,2022-09-12,1,44836,44836,TP.HCM,Lost,0.751
CUS002159,2022-12-29,2024-03-16,7,1181945,168849,TP.HCM,Loyal,0.283
CUS008579,2022-12-06,2024-01-06,8,393902,49238,Hà Nội,At Risk,0.696
CUS017059,2021-11-02,2022-06-18,2,34193,17096,TP.HCM,Lost,0.99
CUS024483,2020-09-10,2022-08-31,1,103655,103655,TP.HCM,Lost,0.92
CUS007012,2023-05-12,2024-02-20,5,625348,125070,Hà Nội,Potential Loyalists,0.283
CUS024049,2020-04-25,2023-01-23,1,25847,25847,TP.HCM,Lost,0.835
CUS010198,2022-03-13,2023-09-17,2,245559,122780,TP.HCM,Hibernating,0.664
CUS003842,2022-09-04,2024-03-15,7,726130,103733,TP.HCM,Loyal,0.146
CUS018200,2021-03-07,2022-09-08,2,80007,40004,TP.HCM,Lost,0.928
CUS019558,2019-09-02,2022-11-08,2,71382,35691,TP.HCM,Lost,0.742
CUS020133,2019-12-14,2023-01-27,1,14474,14474,Hà Nội,Lost,0.861
CUS011850,2021-07-24,2023-06-07,2,321119,160560,TP.HCM,Hibernating,0.517
CUS002101,2022-10-05,2024-02-25,14,1195411,85386,Hà Nội,Loyal,0.237
CUS023093,2020-09-12,2022-05-18,1,41014,41014,TP.HCM,Lost,0.709
CUS001674,2022-01-30,2024-02-19,15,1088069,72538,TP.HCM,Loyal,0.398
CUS010294,2023-03-05,2023-06-26,3,424799,141600,Hà Nội,Hibernating,0.75
CUS004214,2023-11-10,2024-02-06,1,539082,539082,TP.HCM,Potential Loyalists,0.483
CUS007481,2022-09-11,2023-12-29,9,3450188,383354,TP.HCM,At Risk,0.758
CUS017933,2019-04-11,2023-03-27,2,27439,13720,TP.HCM,Lost,0.81
CUS014563,2021-02-14,2022-12-03,1,138222,138222,Hà Nội,Lost,0.816
CUS023854,2019-10-20,2022-05-27,1,44773,44773,Hà Nội,Lost,0.881
CUS011516,2021-07-18,2023-11-13,1,442902,442902,Hải Phòng,Hibernating,0.536
CUS008548,2023-03-09,2024-01-02,9,1277818,141980,Đà Nẵng,At Risk,0.422
CUS021569,2021-08-04,2022-05-29,3,35498,11833,TP.HCM,Lost,0.928
CUS017846,2020-12-21,2022-06-04,3,54061,18020,TP.HCM,Lost,0.908
CUS014824,2020-12-05,2022-12-20,1,44603,44603,Hà Nội,Lost,0.698
CUS016924,2021-07-15,2023-03-02,2,109967,54984,Hà Nội,Lost,0.921
CUS019605,2021-05-13,2022-06-21,2,143339,71670,TP.HCM,Lost,0.757
CUS016364,2022-03-02,2022-05-01,1,44406,44406,TP.HCM,Lost,0.738
CUS022854,2021-06-28,2023-03-26,1,111020,111020,Hà Nội,Lost,0.753
CUS023555,2022-01-13,2022-11-14,1,29772,29772,TP.HCM,Lost,0.773
CUS014610,2021-12-27,2022-09-02,2,58456,29228,Hà Nội,Lost,0.871
CUS018136,2022-02-23,2022-07-09,1,23884,23884,Đà Nẵng,Lost,0.722
CUS020361,2020-07-06,2022-08-09,1,41308,41308,TP.HCM,Lost,0.99
CUS018157,2020-11-14,2022-10-04,2,66859,33430,TP.HCM,Lost,0.717
CUS009389,2022-07-30,2023-05-10,1,629176,629176,Hà Nội,Hibernating,0.641
CUS010071,2021-04-08,2023-11-05,5,547234,109447,TP.HCM,Hibernating,0.666
CUS010861,2022-11-29,2023-04-01,1,420619,420619,Hà Nội,Hibernating,0.679
CUS018401,2020-09-04,2023-03-27,2,45546,22773,Hà Nội,Lost,0.782
CUS002006,2023-01-16,2024-03-11,11,1462914,132992,TP.HCM,Loyal,0.432
CUS020278,2019-07-18,2022-09-28,1,190149,190149,Hà Nội,Lost,0.798
CUS019622,2021-09-18,2023-03-10,2,35185,17592,TP.HCM,Lost,0.848
CUS020809,2021-06-02,2022-12-19,1,73674,73674,Hà Nội,Lost,0.891
CUS015888,2020-01-13,2022-08-16,2,24201,12100,TP.HCM,Lost,0.821
CUS015234,2019-09-26,2022-07-21,2,31603,15802,TP.HCM,Lost,0.8
CUS013412,2022-10-25,2023-05-18,1,118450,118450,TP.HCM,Hibernating,0.493
CUS002258,2021-12-21,2024-02-17,11,2056452,186950,TP.HCM,Loyal,0.299
CUS023956,2019-12-28,2022-11-28,5,119856,23971,TP.HCM,Lost,0.959
CUS020457,2019-08-12,2022-06-27,2,142234,71117,TP.HCM,Lost,0.697
CUS005575,2023-12-18,2024-02-27,3,1486768,495589,Hải Phòng,Potential Loyalists,0.279
CUS009084,2022-11-10,2023-11-20,4,91009,22752,Hà Nội,Hibernating,0.372
CUS027323,2020-10-06,2022-04-18,2,78850,39425,Hà Nội,Lost,0.99
CUS005356,2023-10-04,2024-02-12,4,625089,156272,TP.HCM,Potential Loyalists,0.084
CUS006094,2023-08-26,2024-03-07,3,150435,50145,Hà Nội,Potential Loyalists,0.323
CUS007936,2023-07-06,2023-12-04,3,485875,161958,TP.HCM,At Risk,0.679
CUS025257,2020-06-02,2022-10-15,2,53262,26631,TP.HCM,Lost,0.928
CUS001520,2021-11-03,2024-03-14,5,378204,75641,TP.HCM,Loyal,0.399
CUS027058,2022-01-22,2022-08-23,1,54433,54433,TP.HCM,Lost,0.808
CUS001379,2022-03-30,2024-02-22,19,312683,16457,TP.HCM,Loyal,0.369
CUS022057,2019-09-04,2023-02-21,2,94210,47105,TP.HCM,Lost,0.852
CUS018972,2020-06-12,2022-11-30,3,24511,8170,Đà Nẵng,Lost,0.58
CUS015207,2019-07-24,2022-06-05,1,69803,69803,Cần Thơ,Lost,0.754
CUS021808,2020-11-30,2022-04-18,1,45383,45383,TP.HCM,Lost,0.978
CUS022006,2019-05-31,2022-12-30,1,64887,64887,Hà Nội,Lost,0.855
CUS024953,2021-05-10,2022-04-29,2,135013,67506,Đà Nẵng,Lost,0.831
CUS013201,2023-01-25,2023-09-24,5,387978,77596,TP.HCM,Hibernating,0.681
CUS025461,2020-12-28,2022-05-31,1,36819,36819,Hà Nội,Lost,0.8
CUS005843,2023-07-02,2024-02-15,5,744747,148949,Hà Nội,Potential Loyalists,0.437
CUS007123,2023-04-27,2024-02-22,4,485581,121395,TP.HCM,Potential Loyalists,0.472
CUS016212,2020-10-03,2022-08-09,1,34673,34673,Hà Nội,Lost,0.671
CUS012821,2022-08-24,2023-06-23,1,101247,101247,TP.HCM,Hibernating,0.518
CUS005833,2023-04-27,2024-02-13,1,408497,408497,Hà Nội,Potential Loyalists,0.485
CUS009822,2022-10-27,2023-09-15,3,547706,182569,TP.HCM,Hibernating,0.668
CUS021273,2021-04-22,2022-06-16,2,155613,77806,TP.HCM,Lost,0.897
CUS012719,2022-05-31,2023-11-15,5,539807,107961,Đà Nẵng,Hibernating,0.449
CUS022289,2021-01-01,2022-06-17,1,66796,66796,TP.HCM,Lost,0.893
CUS000523,2023-04-21,2024-03-16,8,1838767,229846,Hải Phòng,Champions,0.054
CUS019992,2021-01-14,2022-08-28,2,89169,44584,Hà Nội,Lost,0.845
CUS015373,2020-11-02,2022-11-20,3,29381,9794,TP.HCM,Lost,0.753
CUS000235,2023-07-23,2024-03-22,14,1449081,103506,TP.HCM,Champions,0.223
CUS012181,2023-02-13,2023-06-03,4,257376,64344,TP.HCM,Hibernating,0.897
CUS020181,2019-05-25,2022-06-05,2,44827,22414,TP.HCM,Lost,0.669
CUS006319,2024-01-02,2024-02-18,4,604591,151148,Hà Nội,Potential Loyalists,0.322
CUS023479,2020-05-13,2022-04-11,2,110243,55122,Hà Nội,Lost,0.83
CUS011993,2022-02-28,2023-09-10,1,253811,253811,Hà Nội,Hibernating,0.669
CUS025939,2019-10-07,2022-07-18,2,66827,33414,Đà Nẵng,Lost,0.638
CUS001949,2022-07-31,2024-02-26,12,677822,56485,TP.HCM,Loyal,0.209
CUS006362,2023-09-30,2024-02-11,1,309569,309569,TP.HCM,Potential Loyalists,0.434
CUS027177,2019-07-17,2022-11-16,2,83483,41742,Hà Nội,Lost,0.721
CUS025900,2022-01-16,2023-01-15,3,105497,35166,TP.HCM,Lost,0.937
CUS011685,2022-04-30,2023-08-29,3,72842,24281,Hà Nội,Hibernating,0.622
CUS022476,2021-02-26,2023-03-05,1,43932,43932,Cần Thơ,Lost,0.763
CUS015928,2019-07-20,2022-04-02,3,122000,40667,TP.HCM,Lost,0.888
CUS026732,2022-03-07,2022-04-03,2,25092,12546,Hà Nội,Lost,0.864
CUS002225,2023-02-04,2024-02-26,7,3991917,570274,Hà Nội,Loyal,0.056
CUS026668,2020-12-03,2023-01-17,1,39361,39361,Hà Nội,Lost,0.793
CUS015247,2020-02-17,2022-11-13,2,62094,31047,TP.HCM,Lost,0.99
CUS016210,2020-04-27,2022-10-05,3,39810,13270,Hải Phòng,Lost,0.765
CUS005572,2024-01-21,2024-03-06,5,374015,74803,TP.HCM,Potential Loyalists,0.53
CUS004524,2023-10-25,2024-02-13,1,671797,671797,TP.HCM,Potential Loyalists,0.535
CUS005794,2023-12-21,2024-02-05,5,149343,29869,Hà Nội,Potential Loyalists,0.406
CUS020617,2019-03-31,2022-12-27,1,49364,49364,TP.HCM,Lost,0.821
CUS005739,2023-05-21,2024-02-04,6,489916,81653,Cần Thơ,Potential Loyalists,0.319
CUS019009,2019-05-12,2022-08-11,2,24167,12084,Hải Phòng,Lost,0.875
CUS004729,2023-09-16,2024-01-29,4,307884,76971,Hà Nội,Potential Loyalists,0.423
CUS007819,2022-10-16,2024-01-11,5,353124,70625,Hà Nội,At Risk,0.437
CUS008860,2022-04-10,2023-12-30,5,627445,125489,TP.HCM,At Risk,0.708
CUS027887,2021-04-20,2023-03-27,2,93209,46604,TP.HCM,Lost,0.859
CUS022336,2020-05-05,2022-07-09,2,44179,22090,TP.HCM,Lost,0.848
CUS015276,2020-11-14,2022-08-04,1,21072,21072,TP.HCM,Lost,0.893
CUS024200,2020-04-03,2022-07-19,1,127136,127136,Hải Phòng,Lost,0.705
CUS002438,2022-04-29,2024-03-17,11,619341,56304,Hải Phòng,Loyal,0.01
CUS022441,2021-04-03,2023-02-17,1,29741,29741,TP.HCM,Lost,0.99
CUS014088,2021-09-04,2022-12-10,1,121010,121010,Cần Thơ,Lost,0.543
CUS022737,2021-01-04,2022-11-14,1,66782,66782,TP.HCM,Lost,0.923
CUS011990,2021-10-30,2023-08-24,5,528273,105655,Đà Nẵng,Hibernating,0.8
CUS003168,2021-07-31,2024-03-08,12,1009190,84099,TP.HCM,Loyal,0.251
CUS018194,2021-04-20,2022-06-28,1,12594,12594,TP.HCM,Lost,0.847
CUS025251,2020-06-28,2023-02-20,1,35192,35192,TP.HCM,Lost,0.742
CUS023546,2019-09-28,2022-12-19,3,143763,47921,TP.HCM,Lost,0.841
CUS021471,2022-02-10,2022-04-25,1,108457,108457,Hà Nội,Lost,0.858
CUS013753,2021-09-05,2023-06-29,1,187281,187281,TP.HCM,Hibernating,0.549
CUS015921,2019-11-01,2023-02-14,1,250801,250801,TP.HCM,Lost,0.696
CUS014028,2019-07-28,2022-07-17,3,20364,6788,TP.HCM,Lost,0.666
CUS007017,2023-06-27,2024-02-26,8,711104,88888,TP.HCM,Potential Loyalists,0.423
CUS013387,2022-03-07,2023-05-03,1,127789,127789,Cần Thơ,Hibernating,0.518
CUS015999,2020-01-09,2022-12-26,1,29147,29147,Hà Nội,Lost,0.698
CUS012642,2022-02-04,2023-11-01,1,386517,386517,TP.HCM,Hibernating,0.657
CUS024793,2021-09-03,2023-03-10,1,80777,80777,Hà Nội,Lost,0.677
CUS004946,2023-08-25,2024-01-31,8,980943,122618,TP.HCM,Potential Loyalists,0.23
CUS015650,2020-12-08,2023-01-21,2,50277,25138,TP.HCM,Lost,0.712
CUS012238,2022-05-07,2023-09-21,1,267465,267465,TP.HCM,Hibernating,0.77
CUS006047,2024-01-13,2024-02-01,2,507663,253832,TP.HCM,Potential Loyalists,0.382
CUS009228,2022-09-28,2023-08-19,4,166253,41563,TP.HCM,Hibernating,0.748
CUS005586,2023-08-09,2024-03-13,5,592936,118587,Hải Phòng,Potential Loyalists,0.319
CUS023304,2020-05-21,2022-06-13,1,51926,51926,Hải Phòng,Lost,0.872
CUS005591,2023-12-02,2024-02-22,6,283526,47254,TP.HCM,Potential Loyalists,0.328
CUS023611,2019-12-10,2022-09-30,1,146490,146490,TP.HCM,Lost,0.75
CUS001229,2023-07-10,2024-03-27,18,3977004,220945,TP.HCM,Champions,0.16
CUS018692,2022-02-06,2022-11-19,1,216974,216974,Hà Nội,Lost,0.79
CUS023231,2019-06-10,2023-01-22,1,69471,69471,TP.HCM,Lost,0.823
CUS013342,2021-06-29,2023-11-14,2,337428,168714,TP.HCM,Hibernating,0.533
CUS013334,2022-10-08,2023-03-30,3,250578,83526,Hà Nội,Hibernating,0.695
CUS014744,2022-01-09,2022-07-24,1,48042,48042,TP.HCM,Lost,0.738
CUS008245,2022-04-14,2024-01-18,1,568887,568887,Hà Nội,At Risk,0.333
CUS024694,2021-12-17,2023-03-29,1,72537,72537,TP.HCM,Lost,0.815
CUS016238,2019-09-30,2022-10-07,1,44978,44978,TP.HCM,Lost,0.99
CUS006556,2023-06-03,2024-03-06,5,219104,43821,Hà Nội,Potential Loyalists,0.281
CUS015374,2019-05-13,2023-01-07,1,95977,95977,Hà Nội,Lost,0.803
CUS012146,2021-09-13,2023-04-18,5,401329,80266,TP.HCM,Hibernating,0.621
CUS000160,2022-06-08,2024-03-21,14,1637863,116990,Hà Nội,Champions,0.054
CUS001590,2022-08-21,2024-02-25,17,244835,14402,TP.HCM,Loyal,0.399
CUS027781,2020-05-26,2023-03-10,1,144350,144350,Hà Nội,Lost,0.781
CUS015370,2020-06-07,2022-06-20,2,72936,36468,Hà Nội,Lost,0.833
CUS027269,2020-06-18,2023-01-06,3,99142,33047,TP.HCM,Lost,0.941
CUS005566,2023-04-30,2024-02-22,2,974503,487252,Hà Nội,Potential Loyalists,0.305
CUS023072,2021-10-18,2023-02-16,1,26187,26187,Hà Nội,Lost,0.562
CUS007191,2023-07-21,2024-02-08,6,1320439,220073,TP.HCM,Potential Loyalists,0.386
CUS024351,2020-06-17,2022-12-09,3,83679,27893,TP.HCM,Lost,0.99
